budget;genres;id;popularity;release_date;revenue;runtime;tagline;title;vote_average;vote_count
4600000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";147773;32.14444;2013-06-06;23198652;103;We've all been there.;The Way Way Back;7.1;688
0;"[{""id"": 35, ""name"": ""Comedy""}]";16096;3.673566;1991-10-23;0;94;;House Party 2;4.7;21
3500000;"[{""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10749, ""name"": ""Romance""}]";24266;3.656491;1982-03-02;20659423;104;The story of a boy suddenly alone in the world. The men who challenge him. And the girl who helps him become a man.;The Man from Snowy River;6.8;37
0;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]";16508;1.88484;1999-03-26;0;77;You'll Dig Doug!;Doug's 1st Movie;5.4;22
5000000;"[{""id"": 18, ""name"": ""Drama""}]";2895;4.227807;1997-10-09;0;134;The hardest soul to save was his own.;The Apostle;6.1;38
0;"[{""id"": 18, ""name"": ""Drama""}]";15660;3.102862;1981-09-18;0;129;The meanest mother of them all;Mommie Dearest;6.5;54
10000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";59968;15.688439;2011-08-26;17273593;90;Everybody has one;Our Idiot Brother;5.9;365
5000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]";323677;22.9951;2016-02-19;24804129;134;The incredible true story of gold medal champion Jesse Owens;Race;7.1;478
0;"[{""id"": 18, ""name"": ""Drama""}]";19848;5.769822;1998-04-08;0;104;Here, we get down and dirty.;The Players Club;6.4;14
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";256274;26.510558;2014-08-14;40100000;93;The only way out is down.;As Above, So Below;6.1;766
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";235271;7.544515;2014-10-10;0;105;Every Woman Needs an Escape;Addicted;5.4;63
0;"[{""id"": 18, ""name"": ""Drama""}]";45153;1.126941;1997-09-07;0;109;The secrets that hold us together can also tear us apart.;Eve's Bayou;6.1;27
5000000;"[{""id"": 18, ""name"": ""Drama""}]";284293;35.307577;2014-12-05;43884652;99;;Still Alice;7.5;1104
5000000;"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]";24973;4.079111;1954-08-25;15000000;139;To Nefer, shameless temptress of Babylon, he surrendered his parents' hope of immortality!;The Egyptian;6;11
5000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";21610;7.058868;1981-03-17;19905359;99;A terrorist holds New York in a grip of fear - and only Stallone can take him on.;Nighthawks;6.4;86
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";10283;12.904615;1989-07-28;14000000;100;The Big Apple's in BIG trouble!;Friday the 13th Part VIII: Jason Takes Manhattan;4.8;191
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";8346;18.115566;2002-02-22;368744044;95;Love is here to stay... so is her family.;My Big Fat Greek Wedding;6.2;671
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]";122081;62.554173;2013-01-24;31724284;94;A little sun can bring out your dark side.;Spring Breakers;5;1551
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";10987;9.483717;1995-09-29;15116634;88;Haddonfield is ready to celebrate Halloween.... so is Michael Myers!;Halloween: The Curse of Michael Myers;5;170
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";1391;16.890285;2001-06-08;33616692;106;Life has its ways of teaching. Life has its ways to confuse us. Life has its ways to move us. Life has its ways to amaze. Life has its ways to hurt us. Life has its ways to heal. Life has its ways to inspire.;Y Tu Mamá También;7.3;315
4000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]";747;49.12486;2004-04-09;30039392;99;A romantic comedy. With zombies.;Shaun of the Dead;7.5;2420
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]";14745;8.309894;2008-10-31;0;82;Her past is yet to come.;The Haunting of Molly Hartley;4.3;48
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]";26748;5.960149;1996-06-21;13269963;135;John Sayles invites you to return to the scene of the crime.;Lone Star;6.9;77
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";11357;9.302349;1988-10-21;17768757;88;Horror has returned to Haddonfield.;Halloween 4: The Return of Michael Myers;5.9;209
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]";24913;8.190888;1986-03-27;0;89;Childish pranks turn into a bloody battle for survival!;April Fool's Day;5.8;73
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";13776;5.87193;1982-04-02;0;110;Suddenly, life was more than French fries, gravy, and girls.;Diner;6.9;83
5000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 37, ""name"": ""Western""}]";14854;8.452666;1983-04-14;12232628;107;The 'Mad Dog' Criminal...The 'Lone Wolf' Lawman...The Ultimate Showdown.;Lone Wolf McQuade;5.5;67
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";50357;17.028252;2011-07-20;25562924;86;There's a reason we've never gone back to the moon.;Apollo 18;5;356
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";13090;19.336367;2008-01-18;16174377;102;life's a messy business.;Sunshine Cleaning;6.5;255
5000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";192141;38.006982;2015-08-26;54418872;103;No rescue. No refuge.;No Escape;6.7;777
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]";16441;6.377523;1982-08-20;14056528;118;Born with the courage of an eagle, the strength of a black tiger, and the power of a god.;The Beastmaster;6;97
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]";29996;0.835617;1959-12-25;12200000;139;Only once in 3000 years...anything like...;Solomon and Sheba;5.4;8
20000000;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]";351819;14.947588;2016-01-28;21164799;92;Way shadier than gray.;Fifty Shades of Black;4.3;331
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";14834;5.1299;2009-01-09;0;99;;Not Easily Broken;6.3;9
4;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]";22649;1.199451;1932-12-08;25;89;Every woman who has loved will understand;A Farewell to Arms;6.2;28
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";378200;3.810827;2016-03-11;0;96;t's what everyone's looking for;The Perfect Match;5.2;42
5500000;"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]";20455;3.7387;2000-03-17;0;82;;Digimon: The Movie;6.2;72
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";13193;9.85123;2004-01-21;0;92;;Saved!;6.3;147
8000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]";11042;3.03091;2003-05-21;3432342;99;A provocative new comedy about sex, friendship, and all other things that invade our lives.;The Barbarian Invasions;6.7;77
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";10786;3.199904;1976-03-11;0;106;Love is the greatest adventure of all.;Robin and Marian;6.6;50
5000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";12484;2.739307;2001-04-27;0;90;The night... has an appetite.;The Forsaken;4.9;47
5000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}, {""id"": 53, ""name"": ""Thriller""}]";17339;5.348446;1978-11-01;7230000;118;;Force 10 from Navarone;6.4;91
5000000;"[{""id"": 35, ""name"": ""Comedy""}]";11959;4.070044;1989-07-21;0;97;"A lot of TV stations have forgotten what ""quality"" means, but not Channel 62. They NEVER knew what it meant.";UHF;6.7;89
0;"[{""id"": 35, ""name"": ""Comedy""}]";9900;9.974681;2006-01-06;6538177;94;A movie that proves you're never too old to come of age.;Grandma's Boy;6.6;220
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";14662;6.308298;1998-08-14;0;91;Growing Up is Hard to Do;Slums of Beverly Hills;6.5;44
5000000;"[{""id"": 37, ""name"": ""Western""}]";335;49.333137;1968-12-21;5321508;175;There were three men in her life. One to take her... one to love her... and one to kill her.;Once Upon a Time in the West;8.1;1128
5000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]";15745;4.149628;2001-07-13;5476060;94;Welcome to disorganized crime.;Made;6.3;55
5000000;"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]";17431;46.114184;2009-06-12;9760104;97;The last place you'd ever expect to find yourself.;Moon;7.6;1794
0;"[{""id"": 35, ""name"": ""Comedy""}]";21014;3.562563;2006-05-12;0;90;A 13-year-old boy uses his upcoming bar mitzvah to reconcile the strained relationship between his father and grandfather.;Keeping Up with the Steins;5.2;18
5000000;"[{""id"": 99, ""name"": ""Documentary""}]";78394;4.498368;2010-05-14;4074023;41;The T-Rex of the Seas come alive.;Sea Rex 3D: Journey to a Prehistoric World;5.9;11
5000000;"[{""id"": 18, ""name"": ""Drama""}]";10217;7.673124;1997-05-14;3263585;112;There is no such thing as the simple truth.;The Sweet Hereafter;6.8;103
4000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]";46332;4.992475;2010-05-18;41424067;120;In the face of terror, their greatest weapon was faith...;Of Gods and Men;6.5;91
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";13996;6.174435;2008-08-06;4040588;110;Based on a true story of love, victory, and fermentation;Bottle Shock;6.6;60
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]";3028;0.805312;1982-11-10;0;87;The comedy that examines modern living through chemistry;Jekyll and Hyde ... Together Again;4.6;5
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]";1024;8.753409;1994-09-02;3049135;99;From a secret world no one could see... came a crime no one could believe.;Heavenly Creatures;7;294
5000000;"[{""id"": 18, ""name"": ""Drama""}]";343795;3.943706;2015-09-11;4842699;121;Hope lives;90 Minutes in Heaven;5.4;40
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";45658;9.169411;2010-10-15;2614773;97;Lost is a good place to find yourself;Everything Must Go;6;208
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]";16148;2.732031;1998-01-30;1980338;116;The world's most private detective.;Zero Effect;6;55
5000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]";4553;35.252056;2004-02-09;8203235;101;A little guilt goes a long way...;The Machinist;7.3;1247
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]";36351;6.063868;1992-08-21;0;103;He was a good man in a deadly business. She was his only way out.;Light Sleeper;5.7;15
5000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]";245916;21.343093;2014-10-09;2450846;112;Can you keep a national secret?;Kill the Messenger;6.6;355
5000000;"[{""id"": 18, ""name"": ""Drama""}]";27585;10.095184;2010-12-16;5129058;91;The only way out is through.;Rabbit Hole;6.9;165
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]";1415;4.129165;2003-09-05;742898;98;'Til death do they party...;Party Monster;5.9;58
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";313922;30.001024;2016-04-15;3220371;95;One way in. No way out.;Green Room;6.7;683
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";14474;6.759235;2006-03-30;0;88;One woman's story is about to climax.;The Oh in Ohio;5.8;27
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]";199933;1.731035;2014-09-12;846704;99;Who is John Galt?;Atlas Shrugged Part III: Who is John Galt?;3.9;15
7000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]";13685;11.700578;1996-02-21;560069;91;They're not really criminals, but everyone's got to have a dream.;Bottle Rocket;6.8;281
6000000;"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";8744;2.388683;1996-09-09;0;97;They Planned The Perfect Crime... Until It All Went Perfectly Wrong!;Albino Alligator;5.6;45
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 36, ""name"": ""History""}]";38428;0.080704;2007-08-03;0;136;To the People...He was a Father. To his Son...he was a Father he never had.;Gandhi, My Father;6;2
0;"[{""id"": 99, ""name"": ""Documentary""}]";8847;0.888986;2008-02-12;0;117;;Standard Operating Procedure;6.6;14
0;"[{""id"": 18, ""name"": ""Drama""}]";39269;0.679351;1980-05-01;0;94;A harrowing drama from the director of Easy Rider;Out of the Blue;6.5;17
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]";46838;19.940245;2010-01-22;5476793;89;Evil just messed with the wrong hillbillies.;Tucker and Dale vs Evil;7.3;847
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";51384;1.286991;2008-01-01;0;92;Something mysterious, new, unexpected and lovely is happening to Robert Malone.;Lovely, Still;6.2;13
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";56930;0.042442;1947-12-27;0;128;Breath-taking Adventure !;Tycoon;6.6;4
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";41730;1.116206;1999-06-06;0;90;Once You Get There, You'll Never Want To Leave;Desert Blue;5.5;9
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";18442;3.05434;2004-02-27;0;95;They can seduce anyone... Prey it isn't you!;Decoys;4.7;33
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";298312;38.94708;2015-09-10;98450062;94;No one loves you like your grandparents.;The Visit;6;1360
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]";11600;3.792015;2007-01-01;782102;90;;Redacted;6.2;37
0;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]";71547;0.219799;2004-10-13;0;95;;Fascination;3.8;4
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";57876;7.794;2015-05-15;0;91;;Area 51;4.2;151
5000000;"[{""id"": 53, ""name"": ""Thriller""}]";77495;9.136965;2011-10-14;0;107;Someone is watching over you;Sleep Tight;7;202
0;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";13849;8.39685;2008-02-07;0;92;Sleeps Six Bloody Comfortably;The Cottage;6.3;80
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]";14849;7.864905;2009-02-17;0;87;;Dead Like Me: Life After Death;5.8;65
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]";12486;1.963219;2006-12-01;0;80;What Happens In Antarctica... Stays in Antarctica;Farce of the Penguins;3.2;13
0;"[{""id"": 18, ""name"": ""Drama""}]";19615;1.546169;2009-01-01;0;95;It's about the music;Flying By;7;2
5000000;"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]";244403;10.619574;2014-10-17;0;105;The way back begins with a single chord.;Rudderless;7.4;105
5000000;"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]";292481;0.999655;2014-08-18;0;67;;Henry & Me;3;3
0;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]";340816;1.985243;2015-12-04;0;95;They'll be home for Christmas...if only in their dreams.;Christmas Eve;6.1;24
0;"[{""id"": 10770, ""name"": ""TV Movie""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";78814;0.102003;2011-11-12;0;89;;We Have Your Husband;5;3
15000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]";297596;10.48009;2014-12-04;0;94;;Dying of the Light;4.5;118
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]";299552;1.136568;2013-12-05;0;109;;Born Of War;4.1;7
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";11935;11.095219;1977-12-10;0;123;The mission was a sham. The murders were real.;Capricorn One;6.4;131
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";113406;0.40703;2012-04-28;0;0;Even Shakespeare didn't see this one coming.;Should've Been Romeo;0;0
0;"[{""id"": 10751, ""name"": ""Family""}]";447027;0.028756;2015-10-27;0;88;;Running Forever;0;0
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";290825;8.618793;2016-07-08;0;88;Do your 'wurst...;Yoga Hosers;4.7;102
0;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]";361159;2.394613;2015-10-08;0;97;;Navy Seals vs. Zombies;3.5;36
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";12555;2.387463;2006-12-19;0;120;;I Served the King of England;7;22
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]";31175;5.461487;2009-09-09;17872796;99;;Soul Kitchen;7.1;116
1000000;"[{""id"": 18, ""name"": ""Drama""}]";12498;14.805264;1996-08-30;24475416;135;A simple man. A difficult choice.;Sling Blade;7.4;231
4798235;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";77949;25.30216;2011-08-17;209696;107;Sometimes dead does not mean gone.;The Awakening;6.3;458
4800000;"[{""id"": 27, ""name"": ""Horror""}]";1690;38.83192;2005-01-06;80578934;94;Welcome To Your Worst Nightmare;Hostel;5.7;887
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";8435;3.500741;2005-07-17;0;94;Because everyone loves an accurate period piece.;A Cock and Bull Story;6.2;43
5000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]";64720;19.807295;2011-11-25;3099314;120;;Take Shelter;7.1;471
0;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";49365;1.435742;1988-04-22;0;112;The year is 1962. The place is Willowpoint Falls. Nobody talks about what happened in the school cloakroom 10 years ago. Now, in the dead of night, Frankie Scarlatti is going to find out why.;Lady in White;6.3;25
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]";11404;7.667888;2006-04-30;0;98;;Driving Lessons;6.3;47
5000000;"[{""id"": 35, ""name"": ""Comedy""}]";300706;8.496364;2014-12-23;0;81;Real Friends Do the Dirty Work.;Let's Kill Ward's Wife;5.5;76
4700000;"[{""id"": 27, ""name"": ""Horror""}]";16337;9.617777;1986-08-22;8025872;101;After a decade of silence... The buzzz is back!;The Texas Chainsaw Massacre 2;5.9;139
4638783;"[{""id"": 37, ""name"": ""Western""}]";11577;4.495256;1973-05-23;11000000;106;Best of enemies. Deadliest of friends.;Pat Garrett & Billy the Kid;7.2;65
4800000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]";77987;35.754865;2013-05-30;10337387;90;Time to Meet The Devil;Only God Forgives;5.6;862
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";40185;0.20323;2005-10-13;0;80;;Camping Sauvage;4.8;4
4;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";68202;0.28076;2011-06-29;0;83;;Without Men;4.6;8
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]";8981;3.11319;2004-05-18;0;105;;Dear Frankie;7;46
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]";10914;0.137535;2007-09-11;0;89;;All Hat;1;1
4600000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";50848;6.368933;2010-11-24;0;100;Make Love, Not War;The Names of Love;7.3;93
4700000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]";166624;0.217538;2013-09-13;0;92;Mica is a perfectly normal boy. Well he would be if he didn't smell of fish.;Treading Water;5.6;6
4600000;"[{""id"": 18, ""name"": ""Drama""}]";10822;3.531877;2007-05-18;0;97;Truth is more shocking than fiction.;Savage Grace;5.7;60
0;"[{""id"": 18, ""name"": ""Drama""}]";10844;0.706355;2006-10-12;0;103;The true story of a small town massacre;Out of the Blue;5.9;18
4500000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]";9336;15.002502;1984-03-22;146198896;96;What an Institution!;Police Academy;6.5;602
4500000;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]";5689;22.585384;1980-07-05;58853106;104;A sensuous story of natural love.;The Blue Lagoon;5.8;408
6000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";712;29.834065;1994-03-09;254700832;117;Five good reasons to stay single.;Four Weddings and a Funeral;6.6;632
4500000;"[{""id"": 35, ""name"": ""Comedy""}]";13342;20.403344;1982-08-13;27092880;90;Fast Cars, Fast Girls, Fast Carrots...Fast Carrots?;Fast Times at Ridgemont High;7;322
4500000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]";10339;5.224593;1956-06-27;10400000;116;From the immortal adventure classic...of whaling men, their ships, and the sea!;Moby Dick;6.9;89
15000000;"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]";1429;30.196039;2002-12-16;13060843;135;This life was so close to never happening.;25th Hour;7.2;629
4500000;"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]";9303;15.359952;1996-09-13;7011317;108;In their world, you can't buy freedom, but you can steal it.;Bound;6.9;198
4500000;"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]";641;11.573034;2000-10-27;7390108;102;;Requiem for a Dream;7.9;2443
0;"[{""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]";27686;1.847822;1945-08-29;0;96;;State Fair;6.2;19
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 10749, ""name"": ""Romance""}]";65749;0.425551;1998-02-12;0;115;Tango: do not ever leave me;Tango;6.8;6
4500000;"[{""id"": 18, ""name"": ""Drama""}]";6106;3.819796;1986-04-23;0;123;Based on a true story.;Salvador;7;71
5000000;"[{""id"": 35, ""name"": ""Comedy""}]";252680;10.274542;2014-03-25;10429707;98;What could go wrong?;Moms' Night Out;5.5;121
6000000;"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]";141;61.210016;2001-01-18;1270522;113;You can never go too far;Donnie Darko;7.7;3452
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10769, ""name"": ""Foreign""}]";66607;0.177356;2011-03-18;0;105;;Saving Private Perez;6.1;18
4500000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 36, ""name"": ""History""}]";17139;0.011697;1997-04-17;0;122;;Character;7.7;25
2000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]";12079;6.249262;2002-06-01;0;101;The ultimate speed freak's tale.;Spun;6.6;132
4500000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";39800;3.108881;2009-10-10;744816;97;;Life During Wartime;6.3;30
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";4550;17.074843;2005-07-29;23803308;115;All she wanted was a peaceful life... they didn't give it.;Sympathy for Lady Vengeance;7.4;356
